DB,,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE
Indicator,,Cyclically Adjusted PE Ratio,Percent change in CPI,Percent change in Earnings,Percent change in Long Interest Rate,Percent change in S&P Composite,CPI,Dividend,Earnings,Future Percent change in S&P Composite,Long Interest Rate,Real Dividend,Real Earnings,Real Price,S&P Composite
Date,S&P500,,,,,,,,,,,,,,
1907-01-01,S&P Composite,19.577960809096002,0.0,36.73469387755103,-1.127639155468327,15.636363636363626,8.467928926,0.33,0.67,3.144654088050322,3.4341666666667003,9.265554563063901,18.811883506826998,267.85875918676004,9.54
1908-01-01,S&P Composite,17.660003667769,5.618203201248719,13.432835820895516,6.284882310117858,3.144654088050322,8.94367438,0.4,0.76,-33.231707317073166,3.65,10.633560207947001,20.203764395099,261.58558111549,9.84
1909-01-01,S&P Composite,11.333306235811,-2.1271971554044913,-13.157894736842103,5.570776255706857,-33.231707317073166,8.753424792999999,0.44,0.66,37.44292237442921,3.8533333333333,11.951140550571,17.926710825857,178.45225776649,6.57
1910-01-01,S&P Composite,14.582482908962,3.260608079117141,-12.121212121212132,-2.1842560553616193,37.44292237442921,9.038839669,0.4,0.58,14.064230343300126,3.7691666666667,10.521604927474,15.256327144838,237.52523123773,9.03
1911-01-01,S&P Composite,14.750638489265,10.526693080565144,31.0344827586207,3.404819809859801,14.064230343300126,9.990330579,0.44,0.76,-12.135922330097086,3.8975,10.471466301616,18.087078157336,245.12750660601003,10.3
1912-01-01,S&P Composite,13.741478417782,-7.619781117154964,-3.947368421052635,1.9670729099859106,-12.135922330097086,9.229089256,0.47,0.73,0.6629834254143504,3.974166666666701,12.108035733575,18.806098054276,233.14409231671002,9.05
1913-01-01,S&P Composite,13.929258419578,-2.0614123639157085,-19.178082191780824,0.8387502621085974,0.6629834254143504,9.038839669,0.47,0.59,2.963776070252485,4.0075,12.362885789782,15.519367268025,239.62955222323,9.11
1914-01-01,S&P Composite,13.388999452580002,7.368147532078993,18.644067796610166,10.126845498023659,2.963776070252485,9.704834711,0.48,0.7,-14.285714285714302,4.4133333333332985,11.759470758492,17.149228189467,229.79965773886002,9.38
1915-01-01,S&P Composite,11.174040870037,3.04142520495937,-9.999999999999993,-5.1925981873096765,-14.285714285714302,10.0,0.48,0.63,-8.5820895522388,4.1841666666667,11.412372,14.97873825,191.157231,8.04
1916-01-01,S&P Composite,10.172217991998,0.9999999999999963,-17.46031746031746,1.1750647281401956,-8.5820895522388,10.1,0.42,0.52,28.97959183673471,4.2333333333333,9.886955940594099,12.240993069307,173.0217289604,7.35
1917-01-01,S&P Composite,12.878444602186,1.980198019801991,69.23076923076923,-3.9566929133858473,28.97959183673471,10.3,0.43,0.88,3.3755274261603407,4.0658333333333,9.925808980582499,20.313283495146,218.8294631068,9.48
1918-01-01,S&P Composite,11.413559188849002,12.62135922330096,73.86363636363636,3.6687845870063773,3.3755274261603407,11.6,0.56,1.53,-30.61224489795919,4.215,11.477960344828,31.359427370690003,200.86430603448002,9.8
1919-01-01,S&P Composite,6.4125938981198,18.103448275862068,-16.33986928104575,7.750098853302491,-30.61224489795919,13.7,0.69,1.28,16.176470588235304,4.5416666666667,11.97466040146,22.213862773723,118.0111459854,6.8
1920-01-01,S&P Composite,6.1345804112834,20.437956204379567,-22.656250000000004,-0.7889908256895404,16.176470588235304,16.5,0.57,0.99,12.911392405063285,4.5058333333333,8.2134495454545,14.265465,113.83552878788,7.9
1921-01-01,S&P Composite,6.1607170337992,14.545454545454536,-6.060606060606054,9.432217495838774,12.911392405063285,18.9,0.53,0.93,-23.654708520179376,4.9308333333332985,6.667280820105798,11.699190873016,112.21159417989,8.92
1922-01-01,S&P Composite,4.7842410450832,2.6455026455026456,-13.978494623655912,3.025181679906086,-23.654708520179376,19.4,0.51,0.8,7.342143906020558,5.08,6.250332603092801,9.8044432989691,83.460323582474,6.81
1923-01-01,S&P Composite,6.1141588494173,-10.824742268041227,-63.74999999999999,-14.058398950131892,7.342143906020558,17.3,0.46,0.29,20.109439124487004,4.3658333333333,6.3218823699422,3.9855345375723,100.46295679191,7.31
1924-01-01,S&P Composite,7.96467986494,-2.3121387283237116,137.9310344827586,-0.24813895781560408,20.109439124487004,16.9,0.51,0.69,-2.6195899772209414,4.355,7.174938017751499,9.707269082840199,123.52148195266001,8.78
1925-01-01,S&P Composite,7.8097391449387015,2.3668639053254568,42.02898550724639,-6.199770378874867,-2.6195899772209414,17.3,0.53,0.98,18.830409356725138,4.085,7.2839079479769016,13.468358092486,117.50455274566002,8.55
1926-01-01,S&P Composite,9.3106396804164,0.0,-5.102040816326523,-5.099959200325586,18.830409356725138,17.3,0.55,0.93,22.63779527559056,3.8766666666667,7.5587723988439,12.781196965318001,139.63114104046002,10.16
1927-01-01,S&P Composite,11.147365239137,3.468208092485537,34.408602150537625,-4.686156491832289,22.63779527559056,17.9,0.6,1.25,8.266452648475115,3.695,7.9695335195531,16.603194832402,165.50064608939,12.46
1928-01-01,S&P Composite,13.009052728993002,-1.117318435754186,-0.8000000000000007,-8.840775823185385,8.266452648475115,17.7,0.69,1.24,29.42920681986657,3.3683333333333,9.2685224576271,16.656475141243,181.20633036723,13.49
1929-01-01,S&P Composite,18.646624021403,-2.2598870056497096,-10.483870967741927,-1.1133102424542443,29.42920681986657,17.3,0.77,1.11,32.588774341351645,3.3308333333333,10.582281358382,15.254977023120999,239.95666560694,17.46
1930-01-01,S&P Composite,25.301591027426,-1.1560693641618456,24.324324324324305,7.405554165625304,32.588774341351645,17.1,0.85,1.38,-7.559395248380129,3.5775,11.818367690058,19.18746754386,321.87672002924,23.15
1931-01-01,S&P Composite,22.007373176418,0.5847953216374144,16.666666666666682,-7.3142324714661076,-7.559395248380129,17.2,0.97,1.61,-27.523364485981304,3.3158333333333,13.40843125,22.25523125,295.814875,21.4
1932-01-01,S&P Composite,16.055001856531,-6.39534883720929,-39.75155279503106,0.6031666247801021,-27.523364485981304,16.1,0.98,0.97,-45.58349451966473,3.3358333333333,14.472210869565,14.324535248447,229.04488835403998,15.51
1933-01-01,S&P Composite,9.3060328679683,-9.316770186335415,-37.11340206185567,9.467899075695325,-45.58349451966473,14.6,0.82,0.61,-19.194312796208525,3.6516666666667,13.353517465752999,9.933714212328802,137.44352123288,8.44
1934-01-01,S&P Composite,8.257073999100701,-10.273972602739727,-32.786885245901644,-8.512094933821924,-19.194312796208525,13.1,0.5,0.41,46.18768328445748,3.3408333333333,9.0747232824428,7.441273091603099,123.77922557252,6.82
1935-01-01,S&P Composite,12.281801622600998,0.7633587786259515,7.317073170731714,-6.136193564479984,46.18768328445748,13.2,0.44,0.44,-7.121364092276838,3.1358333333333,7.9252583333333,7.9252583333333,179.57914905303002,9.97
1936-01-01,S&P Composite,11.639337566476,1.5151515151515234,11.36363636363636,-10.151474887057246,-7.121364092276838,13.4,0.45,0.49,40.820734341252695,2.8175,7.984402052238799,8.6941266791045,164.3012511194,9.26
1937-01-01,S&P Composite,16.159192714615,2.9850746268656745,55.102040816326536,-5.5309080153788654,40.820734341252695,13.8,0.47,0.76,30.828220858895705,2.6616666666667004,8.097546557970999,13.093905072464,224.66384492754003,13.04
1938-01-01,S&P Composite,21.125663548155,1.4492753623188355,34.21052631578947,0.5948653725723094,30.828220858895705,14.0,0.72,1.02,-35.40445486518171,2.6775,12.227541428571,17.322350357142998,289.72480107143,17.06
1939-01-01,S&P Composite,13.008483033706,2.85714285714286,10.784313725490184,-4.014939309056969,-35.40445486518171,14.4,0.8,1.13,15.154264972776769,2.57,13.208763888889,18.657378993056,181.95072256944,11.02
1940-01-01,S&P Composite,15.756484438994,-2.77777777777778,-43.36283185840708,-7.522697795070041,15.154264972776769,14.0,0.51,0.64,-2.521670606776992,2.3766666666667,8.661175178571401,10.868925714286,215.51041767856998,12.69
1941-01-01,S&P Composite,16.280412901284002,0.0,40.625,-6.486676016831591,-2.521670606776992,14.0,0.62,0.9,-14.874696847210995,2.2225,10.529271785714,15.284426785713999,210.07595482143,12.37
1942-01-01,S&P Composite,13.908426122354,0.7142857142857117,16.666666666666668,-11.286089238843651,-14.874696847210995,14.1,0.67,1.05,-16.809116809116805,1.9716666666667,11.297708687943,17.705364361702,177.55951117021,10.53
1943-01-01,S&P Composite,10.086593309918,9.9290780141844,10.476190476190464,22.612003381232075,-16.809116809116805,15.5,0.71,1.16,8.675799086757989,2.4175,10.890838870968,17.793483225806,134.37147677419,8.76
1944-01-01,S&P Composite,9.617514103283199,9.032258064516121,-11.20689655172413,2.1371940710113777,8.675799086757989,16.9,0.59,1.03,20.588235294117656,2.4691666666667,8.300418491124299,14.490561094675,133.93217633136,9.52
1945-01-01,S&P Composite,10.737360316041,2.9585798816568047,-8.73786407766991,0.4049949375632843,20.588235294117656,17.4,0.61,0.94,14.111498257839713,2.4791666666667003,8.3351854885058,12.844384195402,156.86545804598,11.48
1946-01-01,S&P Composite,11.638683593355,2.298850574712656,-1.0638297872340319,-4.0336134453781005,14.111498257839713,17.8,0.64,0.93,32.290076335877856,2.3791666666667,8.548593258427,12.422174578652001,174.97901825843002,13.1
1947-01-01,S&P Composite,15.02034747474,2.2471910112359472,3.225806451612894,-7.3204903677771345,32.290076335877856,18.2,0.66,0.96,-12.694748990190408,2.205,8.6219843406593,12.541068131868,226.39240700548999,17.33
1948-01-01,S&P Composite,11.372779425863,18.13186813186814,10.416666666666677,1.8140589569161012,-12.694748990190408,21.5,0.71,1.06,-0.6609385327164667,2.245,7.851535,11.72201,167.31510500000005,15.13
1949-01-01,S&P Composite,10.680912531969,8.837209302325574,51.886792452830186,7.980697847069042,-0.6609385327164667,23.4,0.84,1.61,1.0645375914837003,2.4241666666667,8.5348935897436,16.358546047009,152.71363173077,15.03
1950-01-01,S&P Composite,10.159652938901,2.991452991453004,42.23602484472049,-4.262633207290423,1.0645375914837003,24.1,0.93,2.29,8.88742593811718,2.3208333333333,9.1748841286307,22.591918983402,149.85644076763,15.19
1951-01-01,S&P Composite,10.529330904131,-2.0746887966804977,1.3100436681222623,-0.07181328545493258,8.88742593811718,23.6,1.14,2.32,19.4074969770254,2.3191666666667,11.484908262711999,23.372795762712002,166.63191461864,16.54
1952-01-01,S&P Composite,11.306665788891001,5.932203389830502,22.413793103448278,9.917355371900683,19.4074969770254,25.0,1.47,2.84,18.531645569620252,2.5491666666667,13.9801557,27.0092804,187.8286225,19.75
1953-01-01,S&P Composite,12.147072568107,6.0,-14.084507042253518,4.772801569137563,18.531645569620252,26.5,1.41,2.44,11.234515164459628,2.6708333333333,12.650506698113,21.891656981132,210.03429915094003,23.41
1954-01-01,S&P Composite,12.933964306161,0.7547169811320728,-1.6393442622950833,5.49141965678758,11.234515164459628,26.7,1.41,2.4,-4.646697388632877,2.8175,12.555746348315001,21.371483146067,231.88059213483,26.04
1955-01-01,S&P Composite,11.754449184027,0.7490636704119823,4.583333333333329,-8.074534161490684,-4.646697388632877,26.9,1.45,2.51,40.83769633507854,2.59,12.815938197026,22.184830947955,219.46189340149,24.83
1956-01-01,S&P Composite,15.789062002327,-0.743494423791819,10.358565737051803,-3.0888030888030915,40.83769633507854,26.7,1.54,2.77,29.73977695167286,2.51,13.713368352060002,24.666253464418997,311.40031900749,34.97
1957-01-01,S&P Composite,18.942369035814,0.37453183520599787,30.68592057761733,17.92828685258965,29.73977695167286,26.8,1.64,3.62,2.358386599074279,2.96,14.549354850745999,32.115039365672004,402.50257901118994,45.37
1958-01-01,S&P Composite,17.197522725560994,2.9850746268656745,-5.80110497237569,21.28378378378378,2.358386599074279,27.6,1.74,3.41,-13.156761412575365,3.59,14.989075543478,29.375142300725003,400.05325760870005,46.44
1959-01-01,S&P Composite,13.673246057951,2.898550724637671,-1.1730205278592385,-10.584958217270191,-13.156761412575365,28.4,1.79,3.37,32.63079593354824,3.21,14.985435651408,28.212803433098998,337.63274850352,40.33
1960-01-01,S&P Composite,17.35835736537,1.7605633802816902,-14.243323442136496,20.24922118380062,32.63079593354824,28.9,1.75,2.89,10.413161338567956,3.86,14.397095588234999,23.775775,440.05751029412005,53.49
1961-01-01,S&P Composite,18.6247289779,1.7301038062283738,17.301038062283737,21.502590673575146,10.413161338567956,29.4,1.83,3.39,-3.8266169996613697,4.69,14.799206887755,27.414924234694,477.61811955782014,59.06
1962-01-01,S&P Composite,17.562090833957,1.3605442176870821,-3.5398230088495604,-18.123667377398732,-3.8266169996613697,29.8,1.95,3.27,26.30281690140845,3.84,15.557973573826,26.089524916107006,453.17584563758,56.8
1963-01-01,S&P Composite,22.041480198382,0.671140939597313,-2.4464831804281366,5.72916666666666,26.30281690140845,30.0,2.02,3.19,-12.68469473097295,4.06,16.009021833333,25.281574083333002,568.55803283333,71.74
1964-01-01,S&P Composite,18.58583611844,1.3333333333333286,15.047021943573668,-4.92610837438423,-12.68469473097295,30.4,2.13,3.67,18.406768837803323,3.86,16.658684457237,28.702991529604997,489.90610065789,62.64
1965-01-01,S&P Composite,21.038599376737,1.644736842105263,9.536784741144405,6.994818652849742,18.406768837803323,30.9,2.28,4.02,13.199406768235125,4.13,17.543290291262,30.931590776699,570.6955442556599,74.17
1966-01-01,S&P Composite,22.752984772787,0.9708737864077693,13.184079601990057,1.2106537530266301,13.199406768235125,31.2,2.5,4.55,9.254406860409732,4.18,19.051101762821,34.673005208333,639.81220160256,83.96
1967-01-01,S&P Composite,23.694111549106,1.9230769230769278,14.06593406593408,10.526315789473696,9.254406860409732,31.8,2.72,5.19,-11.337621279843022,4.62,20.336511949686,38.803859198112995,685.83391218553,91.73
1968-01-01,S&P Composite,19.736473752792,3.459119496855339,6.936416184971087,4.761904761904756,-11.337621279843022,32.9,2.87,5.55,17.176933480880365,4.84,20.740569680851,40.108070288754,587.7458300152,81.33
1969-01-01,S&P Composite,21.751597808723997,3.0395136778115504,-3.9639639639639594,17.76859504132232,17.176933480880365,33.9,2.92,5.33,11.752360965372512,5.7,20.479428613569,37.381970722714,668.38683112094,95.3
1970-01-01,S&P Composite,22.277872995435,4.719764011799414,8.067542213883671,5.789473684210527,11.752360965372512,35.5,3.07,5.76,-14.450704225352112,6.03,20.561022323943998,38.577032112676,713.27325,106.5
1971-01-01,S&P Composite,17.326929913743,6.197183098591557,0.34722222222223026,26.865671641791046,-14.450704225352112,37.7,3.16,5.78,-1.1634288223027134,7.65,19.928766312997,36.451983952255,574.59174011936,91.11
1972-01-01,S&P Composite,15.873840687205998,5.570291777188313,-11.245674740484436,-16.470588235294127,-1.1634288223027134,39.8,3.14,5.13,10.12770682953915,6.39,18.757772236180998,30.645659736181003,537.94184390704,90.05
1973-01-01,S&P Composite,16.603557212925,3.266331658291468,11.111111111111118,-7.198748043818466,10.12770682953915,41.1,3.07,5.7,18.48341232227488,5.93,17.759520498783,32.973702554745,573.68457585158,99.17
1974-01-01,S&P Composite,18.645719442074,3.406326034063257,12.631578947368416,7.2512647554806176,18.48341232227488,42.5,3.15,6.42,-19.336170212765957,6.36,17.622045,35.915406,657.33025,117.5
1975-01-01,S&P Composite,13.493329686206,8.705882352941183,27.10280373831776,5.974842767295596,-19.336170212765957,46.2,3.38,8.16,-29.236125764929316,6.74,17.394398160172994,41.993576623376995,487.76362651515,94.78
1976-01-01,S&P Composite,8.2890600559231,12.337662337662328,8.946078431372555,10.2373887240356,-29.236125764929316,51.9,3.6,8.89,32.249888176532,7.43,16.491867052023,40.725749470135,307.25264532755,67.07
1977-01-01,S&P Composite,10.250368416257,6.936416184971102,-10.461192350956136,7.671601615074028,32.249888176532,55.5,3.68,7.96,18.038331454340472,8.0,15.764838198198,34.10003045045,379.98400765766,88.7
1978-01-01,S&P Composite,11.597589726583,4.86486486486487,24.49748743718593,-14.124999999999998,18.038331454340472,58.2,4.05,9.91,-10.391595033428853,6.87,16.54499806701,40.484180455326,427.71883891753,104.7
1979-01-01,S&P Composite,9.6782665825359,6.701030927835048,9.88900100908174,11.935953420669582,-10.391595033428853,62.1,4.67,10.89,2.440844169686641,7.69,17.879689090177,41.693750362319,359.20180523349,93.82
1980-01-01,S&P Composite,9.011941819133801,9.017713365539455,13.223140495867764,17.16514954486345,2.440844169686641,67.7,5.07,12.33,12.163146394756007,9.01,17.80549176514,43.302113109306,337.53171864845,96.11
1981-01-01,S&P Composite,8.7452044046693,13.293943870014772,20.519059205190587,15.316315205327424,12.163146394756007,76.7,5.65,14.86,23.8404452690167,10.39,17.5140976206,46.06362666232099,334.16278292047,107.8
1982-01-01,S&P Composite,9.3899020849217,12.516297262059966,-0.26917900403767936,23.580365736284882,23.8404452690167,86.3,6.16,14.82,-7.265917602996256,12.84,16.970889223638,40.829314658169,367.79443366165003,133.5
1983-01-01,S&P Composite,7.8325621371419,8.922363847045196,3.6437246963562693,6.85358255451714,-7.265917602996256,94.0,6.63,15.36,12.600969305331185,13.72,16.769509388297998,38.850628085106,313.13201542553,123.8
1984-01-01,S&P Composite,8.467738401400501,3.8297872340425467,-17.708333333333325,-23.17784256559768,12.600969305331185,97.6,6.87,12.64,17.93400286944046,10.54,16.735612115779,30.791577459016,339.58432735656004,139.4
1985-01-01,S&P Composite,9.815010903608698,3.79098360655738,10.996835443037964,12.239089184060731,17.93400286944046,101.3,7.09,14.03,0.060827250608269046,11.83,16.640695434353002,32.929331021718,385.8575923001,164.4
1986-01-01,S&P Composite,9.5950548011335,3.948667324777887,18.602993585174634,-2.7895181741335593,0.060827250608269046,105.3,7.53,16.64,26.018237082066875,11.5,17.002049928775,37.571595061728,371.42592473884,164.5
1987-01-01,S&P Composite,11.690521474468,3.798670465337132,-12.199519230769237,-19.47826086956522,26.018237082066875,109.3,7.9,14.61,19.92281717317896,9.26,17.184686413541,31.780793481244,450.93487259835,207.3
1988-01-01,S&P Composite,14.085139814742998,1.0978956999085112,-0.8898015058179263,-23.218142548596106,19.92281717317896,110.5,8.28,14.48,-3.057119871279161,7.11,17.815693846154,31.155947692308,534.90114615385,248.6
1989-01-01,S&P Composite,13.389028514426998,4.434389140271498,20.856353591160218,26.44163150492264,-3.057119871279161,115.4,8.81,17.5,14.730290456431536,8.99,18.151176581456,36.055118067590996,496.53048310225,241.0
1990-01-01,S&P Composite,14.702086748571999,4.4194107452339635,35.77142857142858,1.334816462736365,14.730290456431536,120.5,9.73,23.76,26.07594936708861,9.11,19.19819840249,46.880698257261,545.5603143153501,276.5
1991-01-01,S&P Composite,17.650134972666,4.64730290456431,-3.6195286195286323,-13.940724478594946,26.07594936708861,126.1,11.05,22.9,-5.69420539300058,7.84,20.834442010309,43.177259912768,657.27479500397,348.6
1992-01-01,S&P Composite,15.846041687242,6.106264869151481,-6.812227074235802,3.061224489795921,-5.69420539300058,133.8,12.1,21.34,18.177946768060835,8.08,21.501261397607998,37.920406464873,584.1768334267599,328.75
1993-01-01,S&P Composite,18.442294943827,3.064275037369203,-25.16401124648547,-12.252475247524755,18.177946768060835,137.9,12.2,15.97,12.130961880003088,7.09,21.034405728789,27.534381925307997,669.8423745649,388.51
1994-01-01,S&P Composite,20.449250309211,2.9006526468455403,19.536631183468998,-4.513399153737662,12.130961880003088,141.9,12.38,19.09,6.957579652924434,6.77,20.743065151515,31.985873484848,729.92802121212,435.64
1995-01-01,S&P Composite,21.16539440231,2.748414376321357,14.614981665793605,-14.771048744460858,6.957579652924434,145.8,12.58,21.88,-2.3092606502843633,5.77,20.514351817558,35.679969615912,759.8300659293599,465.95
1996-01-01,S&P Composite,19.912174752457,2.6748971193415483,39.85374771480806,35.35528596187175,-2.3092606502843633,149.7,13.18,30.6,35.013950218590054,7.81,20.932846659987,48.599780561121996,722.94555926854,455.19
1997-01-01,S&P Composite,25.028209341893,2.5384101536406223,10.980392156862742,-26.88860435339308,35.013950218590054,153.5,13.79,33.96,20.93821696470702,5.71,21.359474739414,52.600997980456,951.91387894137,614.57
