DATE,ML.BBY - VALUE,ML.CCCTRI - VALUE,ML.BBBEY - VALUE,ML.IGEM - VALUE,ML.BBTRI - VALUE,ML.AAATRI - VALUE,ML.BBBTRI - VALUE,ML.TRI - VALUE,ML.AEY - VALUE,ML.EMCBI - VALUE,ML.CCCY - VALUE,ML.ATRI - VALUE,ML.AAY - VALUE,ML.EMHG - VALUE,ML.HYOAS - VALUE,ML.AATRI - VALUE,ML.EMCTRI - VALUE,ML.USTRI - VALUE,ML.BOAS - VALUE,ML.USEY - VALUE,ML.AAOAS - VALUE,ML.AAAEY - VALUE,ML.BTRI - VALUE,ML.EEMCBI - VALUE,ML.BEY - VALUE,ML.EMHGY - VALUE
1990-02-02,,,,,,111.97,112.62,441.47,,,,112.68,,,,112.35,,,,,,,,,,
1990-02-05,,,,,,111.83,112.63,441.27,,,,112.68,,,,112.25,,,,,,,,,,
1990-02-06,,,,,,111.72,112.59,440.87,,,,112.54,,,,112.15,,,,,,,,,,
1990-02-07,,,,,,111.65,112.52,440.77,,,,112.55,,,,112.13,,,,,,,,,,
1990-02-08,,,,,,111.83,112.59,441.29,,,,112.65,,,,112.29,,,,,,,,,,
1990-02-09,,,,,,112.3,112.72,442.67,,,,113.02,,,,112.67,,,,,,,,,,
1990-02-12,,,,,,112.75,112.94,444.11,,,,113.43,,,,113.07,,,,,,,,,,
1990-02-13,,,,,,112.67,112.95,443.94,,,,113.4,,,,113.02,,,,,,,,,,
1990-02-14,,,,,,112.74,112.98,444.15,,,,113.48,,,,113.09,,,,,,,,,,
1990-02-15,,,,,,112.57,112.86,443.65,,,,113.4,,,,112.95,,,,,,,,,,
1990-02-16,,,,,,112.49,112.78,443.43,,,,113.37,,,,112.89,,,,,,,,,,
1990-02-20,,,,,,111.9,112.5,441.49,,,,112.87,,,,112.36,,,,,,,,,,
1990-02-21,,,,,,111.71,112.17,440.87,,,,112.77,,,,112.26,,,,,,,,,,
1990-02-22,,,,,,111.71,112.16,441.22,,,,112.9,,,,112.39,,,,,,,,,,
1990-02-23,,,,,,111.96,112.41,442.11,,,,113.11,,,,112.6,,,,,,,,,,
1990-02-26,,,,,,112.48,112.61,443.76,,,,113.59,,,,113.06,,,,,,,,,,
1990-02-27,,,,,,112.79,112.85,444.57,,,,113.64,,,,113.38,,,,,,,,,,
1990-02-28,,,,,,112.32,112.75,443.38,,,,113.4,,,,112.9,,,,,,,,,,
1990-03-01,,,,,,111.91,112.48,442.1,,,,113.09,,,,112.56,,,,,,,,,,
1990-03-02,,,,,,112.06,112.48,442.4,,,,113.11,,,,112.68,,,,,,,,,,
1990-03-05,,,,,,111.88,112.45,441.88,,,,113.03,,,,112.54,,,,,,,,,,
1990-03-06,,,,,,111.7,112.32,441.21,,,,112.72,,,,112.41,,,,,,,,,,
1990-03-07,,,,,,111.98,112.44,442.1,,,,112.97,,,,112.67,,,,,,,,,,
1990-03-08,,,,,,111.99,112.4,442.19,,,,113.01,,,,112.73,,,,,,,,,,
1990-03-09,,,,,,111.86,112.26,441.64,,,,112.92,,,,112.6,,,,,,,,,,
1990-03-12,,,,,,111.88,112.42,441.81,,,,112.9,,,,112.61,,,,,,,,,,
1990-03-13,,,,,,111.63,112.46,441.19,,,,112.74,,,,112.4,,,,,,,,,,
1990-03-14,,,,,,111.71,112.4,441.51,,,,112.84,,,,112.48,,,,,,,,,,
1990-03-15,,,,,,111.9,112.56,442.0,,,,112.96,,,,112.61,,,,,,,,,,
1990-03-16,,,,,,112.17,112.62,442.77,,,,113.13,,,,112.86,,,,,,,,,,
1990-03-19,,,,,,112.39,112.89,443.77,,,,113.48,,,,113.06,,,,,,,,,,
1990-03-20,,,,,,112.74,112.93,444.74,,,,113.78,,,,113.34,,,,,,,,,,
1990-03-21,,,,,,112.85,113.14,445.07,,,,113.79,,,,113.42,,,,,,,,,,
1990-03-22,,,,,,112.81,113.21,445.09,,,,113.77,,,,113.42,,,,,,,,,,
1990-03-23,,,,,,112.9,113.3,445.41,,,,113.86,,,,113.49,,,,,,,,,,
1990-03-26,,,,,,113.07,113.43,446.1,,,,114.05,,,,113.67,,,,,,,,,,
1990-03-27,,,,,,113.08,113.47,446.21,,,,114.11,,,,113.68,,,,,,,,,,
1990-03-28,,,,,,113.13,113.5,446.35,,,,114.13,,,,113.73,,,,,,,,,,
1990-03-29,,,,,,112.98,113.51,445.96,,,,114.06,,,,113.6,,,,,,,,,,
1990-03-30,,,,,,112.5,113.34,444.73,,,,113.75,,,,113.24,,,,,,,,,,
1990-03-31,,,,,,112.53,113.37,444.85,,,,113.78,,,,113.27,,,,,,,,,,
1990-04-02,,,,,,112.41,113.18,444.11,,,,113.46,,,,113.18,,,,,,,,,,
1990-04-03,,,,,,112.46,113.22,444.31,,,,113.51,,,,113.23,,,,,,,,,,
1990-04-04,,,,,,112.67,113.29,445.02,,,,113.72,,,,113.41,,,,,,,,,,
1990-04-05,,,,,,113.02,113.55,446.08,,,,114.0,,,,113.69,,,,,,,,,,
1990-04-06,,,,,,113.02,113.55,446.16,,,,114.03,,,,113.71,,,,,,,,,,
1990-04-09,,,,,,113.01,113.52,446.08,,,,113.99,,,,113.73,,,,,,,,,,
1990-04-10,,,,,,112.99,113.49,445.97,,,,113.96,,,,113.72,,,,,,,,,,
1990-04-11,,,,,,112.88,113.4,445.59,,,,113.87,,,,113.61,,,,,,,,,,
1990-04-12,,,,,,112.87,113.32,445.49,,,,113.88,,,,113.58,,,,,,,,,,
1990-04-16,,,,,,112.85,113.38,445.6,,,,113.91,,,,113.59,,,,,,,,,,
1990-04-17,,,,,,112.43,113.15,444.28,,,,113.58,,,,113.25,,,,,,,,,,
1990-04-18,,,,,,112.14,112.99,443.35,,,,113.42,,,,112.95,,,,,,,,,,
1990-04-19,,,,,,111.83,112.66,442.44,,,,113.19,,,,112.76,,,,,,,,,,
1990-04-20,,,,,,111.67,112.6,441.87,,,,113.07,,,,112.57,,,,,,,,,,
1990-04-23,,,,,,111.5,112.39,441.16,,,,112.84,,,,112.43,,,,,,,,,,
1990-04-24,,,,,,111.42,112.36,441.91,,,,112.82,,,,113.35,,,,,,,,,,
1990-04-25,,,,,,111.42,111.86,440.53,,,,112.83,,,,112.35,,,,,,,,,,
1990-04-26,,,,,,111.15,111.75,439.65,,,,112.63,,,,112.09,,,,,,,,,,
1990-04-27,,,,,,111.11,111.54,439.44,,,,112.6,,,,112.06,,,,,,,,,,
1990-04-30,,,,,,111.24,111.62,439.83,,,,112.69,,,,112.19,,,,,,,,,,
1990-05-01,,,,,,111.14,111.61,439.63,,,,112.65,,,,112.12,,,,,,,,,,
1990-05-02,,,,,,111.15,111.44,439.49,,,,112.65,,,,112.13,,,,,,,,,,
1990-05-03,,,,,,111.29,111.52,439.98,,,,112.76,,,,112.27,,,,,,,,,,
1990-05-04,,,,,,111.97,111.94,442.19,,,,113.23,,,,112.89,,,,,,,,,,
1990-05-07,,,,,,112.15,111.88,442.26,,,,113.17,,,,113.04,,,,,,,,,,
1990-05-08,,,,,,112.61,112.74,444.66,,,,113.84,,,,113.51,,,,,,,,,,
1990-05-09,,,,,,112.49,112.76,444.33,,,,113.76,,,,113.44,,,,,,,,,,
1990-05-10,,,,,,112.59,113.07,444.85,,,,113.78,,,,113.53,,,,,,,,,,
1990-05-11,,,,,,113.0,113.61,446.59,,,,114.15,,,,113.87,,,,,,,,,,
1990-05-14,,,,,,113.73,113.72,448.59,,,,114.76,,,,114.55,,,,,,,,,,
1990-05-15,,,,,,113.81,113.63,449.05,,,,115.13,,,,114.62,,,,,,,,,,
1990-05-16,,,,,,113.81,113.92,449.23,,,,115.07,,,,114.63,,,,,,,,,,
1990-05-17,,,,,,113.81,113.79,449.26,,,,115.18,,,,114.64,,,,,,,,,,
1990-05-18,,,,,,113.79,113.57,448.94,,,,115.15,,,,114.63,,,,,,,,,,
1990-05-21,,,,,,113.77,113.79,448.61,,,,114.79,,,,114.59,,,,,,,,,,
1990-05-22,,,,,,114.13,113.96,449.82,,,,115.12,,,,114.96,,,,,,,,,,
1990-05-23,,,,,,114.48,114.23,451.02,,,,115.42,,,,115.31,,,,,,,,,,
1990-05-24,,,,,,114.31,114.13,450.43,,,,115.26,,,,115.16,,,,,,,,,,
1990-05-25,,,,,,114.0,113.87,449.23,,,,114.97,,,,114.84,,,,,,,,,,
1990-05-29,,,,,,114.33,114.2,450.56,,,,115.35,,,,115.14,,,,,,,,,,
1990-05-30,,,,,,114.57,114.45,451.46,,,,115.58,,,,115.37,,,,,,,,,,
1990-05-31,,,,,,114.68,114.56,451.99,,,,115.69,,,,115.54,,,,,,,,,,
1990-06-01,,,,,,115.51,115.25,455.12,,,,116.52,,,,116.38,,,,,,,,,,
1990-06-04,,,,,,115.81,115.62,456.31,,,,116.79,,,,116.68,,,,,,,,,,
1990-06-05,,,,,,115.68,115.59,455.87,,,,116.67,,,,116.53,,,,,,,,,,
1990-06-06,,,,,,115.73,115.61,455.98,,,,116.7,,,,116.55,,,,,,,,,,
1990-06-07,,,,,,115.83,115.69,456.28,,,,116.75,,,,116.6,,,,,,,,,,
1990-06-08,,,,,,115.52,114.88,454.66,,,,116.3,,,,116.35,,,,,,,,,,
1990-06-11,,,,,,115.79,115.64,456.25,,,,116.74,,,,116.63,,,,,,,,,,
1990-06-12,,,,,,115.8,115.79,456.68,,,,116.93,,,,116.66,,,,,,,,,,
1990-06-13,,,,,,116.35,116.15,458.38,,,,117.28,,,,117.19,,,,,,,,,,
1990-06-14,,,,,,116.48,116.2,458.88,,,,117.45,,,,117.31,,,,,,,,,,
1990-06-15,,,,,,115.67,114.79,454.84,,,,116.29,,,,116.49,,,,,,,,,,
1990-06-18,,,,,,115.94,115.76,456.78,,,,116.91,,,,116.76,,,,,,,,,,
1990-06-19,,,,,,115.87,115.68,456.53,,,,116.86,,,,116.7,,,,,,,,,,
1990-06-20,,,,,,115.67,115.51,455.8,,,,116.66,,,,116.52,,,,,,,,,,
1990-06-21,,,,,,115.83,115.68,456.52,,,,116.89,,,,116.69,,,,,,,,,,
1990-06-22,,,,,,115.87,115.71,456.68,,,,116.9,,,,116.73,,,,,,,,,,
1990-06-25,,,,,,115.51,115.5,455.42,,,,116.56,,,,116.39,,,,,,,,,,
1990-06-26,,,,,,115.79,115.7,456.41,,,,116.85,,,,116.65,,,,,,,,,,
1990-06-27,,,,,,116.05,115.84,457.19,,,,117.02,,,,116.89,,,,,,,,,,
1990-06-28,,,,,,116.36,116.04,458.35,,,,117.32,,,,117.21,,,,,,,,,,
1990-06-29,,,,,,116.67,116.3,459.46,,,,117.59,,,,117.53,,,,,,,,,,
1990-06-30,,,,,,116.7,116.34,459.58,,,,117.62,,,,117.55,,,,,,,,,,
1990-07-02,,,,,,116.78,116.4,459.81,,,,117.68,,,,117.6,,,,,,,,,,
1990-07-03,,,,,,116.92,116.55,460.38,,,,117.84,,,,117.74,,,,,,,,,,
1990-07-05,,,,,,116.87,116.54,460.24,,,,117.79,,,,117.69,,,,,,,,,,
1990-07-06,,,,,,116.3,116.13,458.25,,,,117.26,,,,117.16,,,,,,,,,,
1990-07-09,,,,,,116.12,115.99,457.53,,,,117.08,,,,116.97,,,,,,,,,,
1990-07-10,,,,,,116.08,115.95,457.42,,,,117.04,,,,116.94,,,,,,,,,,
1990-07-11,,,,,,116.11,115.96,457.49,,,,117.05,,,,116.96,,,,,,,,,,
1990-07-12,,,,,,116.57,116.36,459.27,,,,117.51,,,,117.43,,,,,,,,,,
1990-07-13,,,,,,116.88,116.62,460.41,,,,117.82,,,,117.74,,,,,,,,,,
1990-07-16,,,,,,117.0,116.73,460.9,,,,117.95,,,,117.86,,,,,,,,,,
1990-07-17,,,,,,117.02,116.78,461.11,,,,118.01,,,,117.91,,,,,,,,,,
1990-07-18,,,,,,116.64,116.53,459.89,,,,117.7,,,,117.57,,,,,,,,,,
1990-07-19,,,,,,116.62,116.59,459.93,,,,117.68,,,,117.56,,,,,,,,,,
1990-07-20,,,,,,116.79,116.72,460.61,,,,117.85,,,,117.73,,,,,,,,,,
1990-07-23,,,,,,116.82,116.73,460.76,,,,117.88,,,,117.77,,,,,,,,,,
1990-07-24,,,,,,116.53,116.53,459.71,,,,117.61,,,,117.49,,,,,,,,,,
1990-07-25,,,,,,116.83,116.75,460.75,,,,117.88,,,,117.75,,,,,,,,,,
1990-07-26,,,,,,116.93,116.85,461.15,,,,117.98,,,,117.87,,,,,,,,,,
1990-07-27,,,,,,117.39,117.26,462.8,,,,118.38,,,,118.3,,,,,,,,,,
1990-07-30,,,,,,117.95,117.63,464.77,,,,118.9,,,,118.84,,,,,,,,,,
1990-07-31,,,,,,118.08,117.81,465.58,,,,119.16,,,,119.11,,,,,,,,,,
1990-08-01,,,,,,118.43,118.08,466.76,,,,119.44,,,,119.43,,,,,,,,,,
1990-08-02,,,,,,117.99,117.72,465.09,,,,119.03,,,,118.97,,,,,,,,,,
1990-08-03,,,,,,117.61,117.43,463.78,,,,118.69,,,,118.6,,,,,,,,,,
1990-08-06,,,,,,116.5,116.63,459.89,,,,117.7,,,,117.49,,,,,,,,,,
1990-08-07,,,,,,115.8,115.99,457.7,,,,117.12,,,,116.92,,,,,,,,,,
1990-08-08,,,,,,115.89,116.04,457.82,,,,117.19,,,,117.0,,,,,,,,,,
1990-08-09,,,,,,116.58,116.52,459.9,,,,117.7,,,,117.5,,,,,,,,,,
1990-08-10,,,,,,116.58,116.52,459.83,,,,117.71,,,,117.51,,,,,,,,,,
1990-08-13,,,,,,116.46,116.48,459.63,,,,117.62,,,,117.41,,,,,,,,,,
1990-08-14,,,,,,116.58,116.59,460.11,,,,117.73,,,,117.53,,,,,,,,,,
1990-08-15,,,,,,116.78,116.76,460.85,,,,117.94,,,,117.74,,,,,,,,,,
1990-08-16,,,,,,116.28,116.28,458.74,,,,117.4,,,,117.19,,,,,,,,,,
1990-08-17,,,,,,116.02,116.08,457.81,,,,117.12,,,,116.94,,,,,,,,,,
1990-08-20,,,,,,116.16,116.06,457.96,,,,117.16,,,,116.97,,,,,,,,,,
1990-08-21,,,,,,116.16,116.04,457.86,,,,117.13,,,,116.96,,,,,,,,,,
1990-08-22,,,,,,115.78,115.72,456.37,,,,116.74,,,,116.56,,,,,,,,,,
1990-08-23,,,,,,114.64,115.05,452.85,,,,115.8,,,,115.53,,,,,,,,,,
1990-08-24,,,,,,114.3,114.83,451.77,,,,115.52,,,,115.26,,,,,,,,,,
1990-08-27,,,,,,115.29,115.69,455.74,,,,116.6,,,,116.33,,,,,,,,,,
1990-08-28,,,,,,115.09,115.49,454.87,,,,116.37,,,,116.1,,,,,,,,,,
1990-08-29,,,,,,115.63,115.83,456.89,,,,116.95,,,,116.7,,,,,,,,,,
1990-08-30,,,,,,115.63,115.63,456.62,,,,116.88,,,,116.67,,,,,,,,,,
1990-08-31,,,,,,115.86,115.82,457.3,,,,117.04,,,,116.85,,,,,,,,,,
1990-09-04,,,,,,115.68,115.73,456.72,,,,116.88,,,,116.64,,,,,,,,,,
1990-09-05,,,,,,115.85,115.87,457.4,,,,117.08,,,,116.85,,,,,,,,,,
1990-09-06,,,,,,116.11,116.09,458.45,,,,117.36,,,,117.17,,,,,,,,,,
1990-09-07,,,,,,116.45,116.33,459.74,,,,117.7,,,,117.52,,,,,,,,,,
1990-09-10,,,,,,116.47,116.39,459.95,,,,117.73,,,,117.54,,,,,,,,,,
1990-09-11,,,,,,116.28,116.24,459.14,,,,117.53,,,,117.3,,,,,,,,,,
1990-09-12,,,,,,116.45,116.36,459.8,,,,117.71,,,,117.5,,,,,,,,,,
1990-09-13,,,,,,116.42,116.4,459.83,,,,117.73,,,,117.48,,,,,,,,,,
1990-09-14,,,,,,116.26,116.29,459.2,,,,117.55,,,,117.3,,,,,,,,,,
1990-09-17,,,,,,116.11,116.13,458.68,,,,117.44,,,,117.17,,,,,,,,,,
1990-09-18,,,,,,116.04,116.09,458.42,,,,117.38,,,,117.08,,,,,,,,,,
1990-09-19,,,,,,116.18,116.1,458.78,,,,117.49,,,,117.21,,,,,,,,,,
1990-09-20,,,,,,116.21,116.12,458.96,,,,117.54,,,,117.27,,,,,,,,,,
1990-09-21,,,,,,115.76,115.79,457.23,,,,117.07,,,,116.77,,,,,,,,,,
1990-09-24,,,,,,115.41,115.53,455.86,,,,116.69,,,,116.4,,,,,,,,,,
1990-09-25,,,,,,115.65,115.53,456.68,,,,116.96,,,,116.67,,,,,,,,,,
1990-09-26,,,,,,115.74,115.22,456.48,,,,116.93,,,,116.74,,,,,,,,,,
1990-09-27,,,,,,116.07,115.4,457.51,,,,117.19,,,,117.07,,,,,,,,,,
1990-09-28,,,,,,116.78,115.49,459.0,,,,117.41,,,,117.65,,,,,,,,,,
1990-09-30,,,,,,116.84,115.55,459.24,,,,117.48,,,,117.71,,,,,,,,,,
1990-10-01,,,,,,117.43,116.0,461.58,,,,118.12,,,,118.38,,,,,,,,,,
1990-10-02,,,,,,117.73,116.37,462.79,,,,118.41,,,,118.67,,,,,,,,,,
1990-10-03,,,,,,117.78,116.46,463.01,,,,118.44,,,,118.73,,,,,,,,,,
1990-10-04,,,,,,117.97,116.72,463.9,,,,118.69,,,,118.99,,,,,,,,,,
1990-10-05,,,,,,118.15,116.8,464.43,,,,118.8,,,,119.11,,,,,,,,,,
1990-10-08,,,,,,118.04,116.69,463.89,,,,118.68,,,,118.98,,,,,,,,,,
1990-10-09,,,,,,117.23,115.94,460.76,,,,117.82,,,,118.17,,,,,,,,,,
1990-10-10,,,,,,116.89,115.62,459.38,,,,117.45,,,,117.87,,,,,,,,,,
1990-10-11,,,,,,116.51,115.26,457.88,,,,117.04,,,,117.45,,,,,,,,,,
1990-10-12,,,,,,117.06,115.62,459.7,,,,117.51,,,,118.01,,,,,,,,,,
1990-10-15,,,,,,117.35,115.68,460.34,,,,117.64,,,,118.22,,,,,,,,,,
1990-10-16,,,,,,117.4,115.49,460.12,,,,117.57,,,,118.23,,,,,,,,,,
1990-10-17,,,,,,117.68,115.62,461.15,,,,117.87,,,,118.56,,,,,,,,,,
1990-10-18,,,,,,118.07,115.88,462.55,,,,118.23,,,,118.94,,,,,,,,,,
1990-10-19,,,,,,118.5,116.07,463.95,,,,118.62,,,,119.37,,,,,,,,,,
1990-10-22,,,,,,118.58,116.18,464.31,,,,118.73,,,,119.48,,,,,,,,,,
1990-10-23,,,,,,118.62,116.21,464.43,,,,118.75,,,,119.51,,,,,,,,,,
1990-10-24,,,,,,118.51,116.16,464.05,,,,118.66,,,,119.4,,,,,,,,,,
1990-10-25,,,,,,118.81,116.38,465.17,,,,118.96,,,,119.72,,,,,,,,,,
1990-10-26,,,,,,118.8,116.38,465.13,,,,118.93,,,,119.7,,,,,,,,,,
1990-10-29,,,,,,118.59,116.29,464.45,,,,118.73,,,,119.51,,,,,,,,,,
1990-10-30,,,,,,118.29,116.09,462.98,,,,118.39,,,,119.11,,,,,,,,,,
1990-10-31,,,,,,118.53,115.77,463.02,,,,118.29,,,,119.24,,,,,,,,,,
1990-11-01,,,,,,119.05,116.07,464.82,,,,118.78,,,,119.76,,,,,,,,,,
1990-11-02,,,,,,119.1,116.1,464.92,,,,118.78,,,,119.83,,,,,,,,,,
1990-11-05,,,,,,119.46,116.24,466.16,,,,119.17,,,,120.17,,,,,,,,,,
1990-11-06,,,,,,119.61,116.55,466.87,,,,119.3,,,,120.31,,,,,,,,,,
1990-11-07,,,,,,119.37,116.45,465.93,,,,119.01,,,,120.03,,,,,,,,,,
1990-11-08,,,,,,119.23,116.39,465.44,,,,118.88,,,,119.86,,,,,,,,,,
1990-11-09,,,,,,119.68,116.67,467.07,,,,119.33,,,,120.34,,,,,,,,,,
1990-11-12,,,,,,120.21,117.16,469.14,,,,119.86,,,,120.91,,,,,,,,,,
1990-11-13,,,,,,120.41,117.25,469.74,,,,120.02,,,,121.07,,,,,,,,,,
1990-11-14,,,,,,120.6,117.38,470.42,,,,120.2,,,,121.28,,,,,,,,,,
1990-11-15,,,,,,120.52,117.33,470.06,,,,120.05,,,,121.19,,,,,,,,,,
1990-11-16,,,,,,120.99,117.6,471.84,,,,120.6,,,,121.7,,,,,,,,,,
1990-11-19,,,,,,120.7,117.54,470.94,,,,120.34,,,,121.4,,,,,,,,,,
1990-11-20,,,,,,121.04,117.71,472.13,,,,120.68,,,,121.75,,,,,,,,,,
1990-11-21,,,,,,121.39,118.12,473.59,,,,121.03,,,,122.12,,,,,,,,,,
1990-11-23,,,,,,121.36,118.1,473.45,,,,120.99,,,,122.08,,,,,,,,,,
1990-11-26,,,,,,121.44,118.2,473.74,,,,121.08,,,,122.16,,,,,,,,,,
1990-11-27,,,,,,121.49,118.21,473.82,,,,121.11,,,,122.2,,,,,,,,,,
1990-11-28,,,,,,121.41,118.22,473.43,,,,120.99,,,,122.11,,,,,,,,,,
1990-11-29,,,,,,121.28,117.93,472.54,,,,120.72,,,,121.9,,,,,,,,,,
1990-11-30,,,,,,121.34,117.86,472.62,,,,120.73,,,,121.83,,,,,,,,,,
1990-12-03,,,,,,121.8,118.15,474.3,,,,121.19,,,,122.32,,,,,,,,,,
1990-12-04,,,,,,121.95,118.36,475.0,,,,121.36,,,,122.49,,,,,,,,,,
1990-12-05,,,,,,122.08,118.42,475.52,,,,121.55,,,,122.64,,,,,,,,,,
1990-12-06,,,,,,122.17,118.49,475.89,,,,121.65,,,,122.75,,,,,,,,,,
1990-12-07,,,,,,122.94,118.94,478.72,,,,122.46,,,,123.58,,,,,,,,,,
1990-12-10,,,,,,123.49,119.54,480.88,,,,122.97,,,,124.15,,,,,,,,,,
1990-12-11,,,,,,123.77,119.67,481.65,,,,123.18,,,,124.37,,,,,,,,,,
1990-12-12,,,,,,123.84,119.83,482.22,,,,123.34,,,,124.51,,,,,,,,,,
1990-12-13,,,,,,123.58,119.72,481.27,,,,123.06,,,,124.2,,,,,,,,,,
1990-12-14,,,,,,123.07,119.59,479.58,,,,122.56,,,,123.64,,,,,,,,,,
1990-12-17,,,,,,123.33,119.74,480.51,,,,122.84,,,,123.9,,,,,,,,,,
1990-12-18,,,,,,123.63,119.87,481.59,,,,123.15,,,,124.23,,,,,,,,,,
1990-12-19,,,,,,123.54,120.03,481.44,,,,123.05,,,,124.1,,,,,,,,,,
1990-12-20,,,,,,123.28,119.88,480.42,,,,122.75,,,,123.8,,,,,,,,,,
1990-12-21,,,,,,123.02,119.71,479.47,,,,122.51,,,,123.54,,,,,,,,,,
1990-12-24,,,,,,122.61,119.51,477.93,,,,122.05,,,,123.05,,,,,,,,,,
1990-12-26,,,,,,122.89,119.74,479.13,,,,122.4,,,,123.41,,,,,,,,,,
1990-12-27,,,,,,123.23,119.86,480.18,,,,122.71,,,,123.72,,,,,,,,,,
1990-12-28,,,,,,123.08,119.82,479.31,,,,122.45,,,,123.51,,,,,,,,,,
1990-12-31,,,,,,123.35,120.12,481.0,,,,122.99,,,,123.93,,,,,,,,,,
1991-01-02,,,,,,124.05,120.5,483.49,,,,123.7,,,,124.64,,,,,,,,,,
1991-01-03,,,,,,124.26,120.62,484.22,,,,123.9,,,,124.85,,,,,,,,,,
1991-01-04,,,,,,124.02,120.49,483.31,,,,123.63,,,,124.57,,,,,,,,,,
1991-01-07,,,,,,123.3,120.15,480.72,,,,122.86,,,,123.75,,,,,,,,,,
1991-01-08,,,,,,123.13,120.06,480.33,,,,122.78,,,,123.7,,,,,,,,,,
1991-01-09,,,,,,122.84,119.9,479.4,,,,122.5,,,,123.4,,,,,,,,,,
1991-01-10,,,,,,123.0,119.96,479.83,,,,122.65,,,,123.53,,,,,,,,,,
1991-01-11,,,,,,123.09,119.96,480.12,,,,122.76,,,,123.61,,,,,,,,,,
1991-01-14,,,,,,122.77,119.8,478.95,,,,122.41,,,,123.29,,,,,,,,,,
1991-01-15,,,,,,123.09,119.95,480.14,,,,122.76,,,,123.63,,,,,,,,,,
1991-01-16,,,,,,122.86,119.85,479.3,,,,122.52,,,,123.37,,,,,,,,,,
1991-01-17,,,,,,124.04,120.71,483.75,,,,123.74,,,,124.61,,,,,,,,,,
1991-01-18,,,,,,124.28,120.81,484.5,,,,123.93,,,,124.84,,,,,,,,,,
1991-01-21,,,,,,124.28,120.86,484.47,,,,123.91,,,,124.8,,,,,,,,,,
1991-01-22,,,,,,124.3,120.89,484.59,,,,123.94,,,,124.83,,,,,,,,,,
1991-01-23,,,,,,124.36,120.81,484.74,,,,124.02,,,,124.89,,,,,,,,,,
1991-01-24,,,,,,124.6,121.12,485.72,,,,124.25,,,,125.13,,,,,,,,,,
1991-01-25,,,,,,124.37,120.99,484.84,,,,123.99,,,,124.88,,,,,,,,,,
1991-01-28,,,,,,124.47,121.1,485.25,,,,124.1,,,,124.97,,,,,,,,,,
1991-01-29,,,,,,124.65,121.21,485.95,,,,124.3,,,,125.18,,,,,,,,,,
1991-01-30,,,,,,124.55,121.06,485.47,,,,124.19,,,,125.05,,,,,,,,,,
1991-01-31,,,,,,124.72,121.34,486.44,,,,124.49,,,,125.29,,,,,,,,,,
1991-02-01,,,,,,125.61,121.87,489.82,,,,125.5,,,,126.26,,,,,,,,,,
1991-02-04,,,,,,125.92,122.26,491.02,,,,125.77,,,,126.55,,,,,,,,,,
1991-02-05,,,,,,126.17,122.48,492.07,,,,126.04,,,,126.84,,,,,,,,,,
1991-02-06,,,,,,126.21,122.52,492.15,,,,126.07,,,,126.87,,,,,,,,,,
1991-02-07,,,,,,126.28,122.7,492.46,,,,126.1,,,,126.9,,,,,,,,,,
1991-02-08,,,,,,126.55,122.87,493.55,,,,126.4,,,,127.26,,,,,,,,,,
1991-02-11,,,,,,126.75,123.11,494.26,,,,126.56,,,,127.42,,,,,,,,,,
1991-02-12,,,,,,126.71,123.13,494.08,,,,126.5,,,,127.32,,,,,,,,,,
1991-02-13,,,,,,126.76,123.49,494.57,,,,126.56,,,,127.39,,,,,,,,,,
1991-02-14,,,,,,126.8,123.54,494.79,,,,126.61,,,,127.44,,,,,,,,,,
1991-02-15,,,,,,126.79,123.55,494.76,,,,126.59,,,,127.43,,,,,,,,,,
1991-02-19,,,,,,126.79,123.61,494.78,,,,126.58,,,,127.4,,,,,,,,,,
1991-02-20,,,,,,126.61,123.54,494.14,,,,126.39,,,,127.18,,,,,,,,,,
1991-02-21,,,,,,126.33,123.49,493.41,,,,126.17,,,,126.91,,,,,,,,,,
1991-02-22,,,,,,126.22,123.47,492.91,,,,126.04,,,,126.77,,,,,,,,,,
1991-02-25,,,,,,126.29,123.61,493.22,,,,126.11,,,,126.82,,,,,,,,,,
1991-02-26,,,,,,126.04,123.7,492.69,,,,125.92,,,,126.53,,,,,,,,,,
1991-02-27,,,,,,125.95,123.73,492.71,,,,125.94,,,,126.53,,,,,,,,,,
1991-02-28,,,,,,125.85,123.77,492.63,,,,125.96,,,,126.4,,,,,,,,,,
1991-03-01,,,,,,125.41,123.68,491.28,,,,125.61,,,,125.88,,,,,,,,,,
1991-03-04,,,,,,125.43,123.77,491.57,,,,125.69,,,,125.93,,,,,,,,,,
1991-03-05,,,,,,125.6,123.87,492.18,,,,125.86,,,,126.13,,,,,,,,,,
1991-03-06,,,,,,125.57,123.88,492.14,,,,125.85,,,,126.11,,,,,,,,,,
1991-03-07,,,,,,125.78,123.79,492.78,,,,126.09,,,,126.35,,,,,,,,,,
1991-03-08,,,,,,125.63,123.71,492.19,,,,125.91,,,,126.13,,,,,,,,,,
1991-03-11,,,,,,125.81,123.86,492.95,,,,126.13,,,,126.34,,,,,,,,,,
1991-03-12,,,,,,125.96,123.92,493.39,,,,126.23,,,,126.47,,,,,,,,,,
1991-03-13,,,,,,126.18,124.1,494.25,,,,126.49,,,,126.72,,,,,,,,,,
1991-03-14,,,,,,126.43,124.31,495.23,,,,126.74,,,,127.02,,,,,,,,,,
